X,pclass,sex,sibsp,parch,fare,age
660,659,1,1,0,2,113.275,58
661,660,1,1,2,0,133.65,50
662,661,3,1,0,0,7.225,40
663,662,1,1,0,0,25.5875,47
664,663,3,1,0,0,7.4958,36
665,664,3,1,1,0,7.925,20
666,665,2,1,2,0,73.5,32
667,666,2,1,0,0,13,25
668,667,3,1,0,0,7.775,140.58243891897
669,668,3,1,0,0,8.05,43
670,669,1,0,1,0,52,11.5657329615799
671,670,2,0,1,1,39,40
672,671,1,1,1,0,52,31
673,672,2,1,0,0,10.5,70
674,673,2,1,0,0,13,31
675,674,2,1,0,0,0,22.2787067666702
676,675,3,1,0,0,7.775,18
677,676,3,1,0,0,8.05,24.5
678,677,3,0,0,0,9.8417,18
679,678,3,0,1,6,46.9,43
680,679,1,1,0,1,512.3292,36
681,680,3,0,0,0,8.1375,41.8313825472038
682,681,1,1,0,0,76.7292,27
683,682,3,1,0,0,9.225,20
684,683,3,1,5,2,46.9,14
685,684,2,1,1,1,39,60
686,685,2,1,1,2,41.5792,25
687,686,3,1,4,1,39.6875,14
688,687,3,1,0,0,10.1708,19
689,688,3,1,0,0,7.7958,18
690,689,1,0,0,1,211.3375,15
691,690,1,1,1,0,57,31
692,691,3,0,0,1,13.4167,4
693,692,3,1,0,0,56.4958,30.4380943376876
694,693,3,1,0,0,7.225,25
695,694,1,1,0,0,26.55,60
696,695,2,1,0,0,13.5,52
697,696,3,1,0,0,8.05,44
698,697,3,0,0,0,7.7333,44.8654871329565
699,698,1,1,1,1,110.8833,49
700,699,3,1,0,0,7.65,42
701,700,1,0,1,0,227.525,18
702,701,1,1,0,0,26.2875,35
703,702,3,0,0,1,14.4542,18
704,703,3,1,0,0,7.7417,25
705,704,3,1,1,0,7.8542,26
706,705,2,1,0,0,26,39
707,706,2,0,0,0,13.5,45
708,707,1,1,0,0,26.2875,42
709,708,1,0,0,0,151.55,22
710,709,3,1,1,1,15.2458,9.69333943124477
711,710,1,0,0,0,49.5042,24
712,711,1,1,0,0,26.55,36.2117607983812
713,712,1,1,1,0,52,48
714,713,3,1,0,0,9.4833,29
715,714,2,1,0,0,13,52
716,715,3,1,0,0,7.65,19
717,716,1,0,0,0,227.525,38
718,717,2,0,0,0,10.5,27
719,718,3,1,0,0,15.5,4.47788150408913
720,719,3,1,0,0,7.775,33
721,720,2,0,0,1,33,6
722,721,3,1,1,0,7.0542,17
723,722,2,1,0,0,13,34
724,723,2,1,0,0,13,50
725,724,1,1,1,0,53.1,27
726,725,3,1,0,0,8.6625,20
727,726,2,0,3,0,21,30
728,727,3,0,0,0,7.7375,25.0451415504403
729,728,2,1,1,0,26,25
730,729,3,0,1,0,7.925,25
731,730,1,0,0,0,211.3375,29
732,731,3,1,0,0,18.7875,11
733,732,2,1,0,0,0,77.0671163727936
734,733,2,1,0,0,13,23
735,734,2,1,0,0,13,23
736,735,3,1,0,0,16.1,28.5
737,736,3,0,1,3,34.375,48
738,737,1,1,0,0,512.3292,35
739,738,3,1,0,0,7.8958,11.1758157185547
740,739,3,1,0,0,7.8958,16.9605025045028
741,740,1,1,0,0,30,27.9925917570886
742,741,1,1,1,0,78.85,36
743,742,1,0,2,2,262.375,21
744,743,3,1,1,0,16.1,24
745,744,3,1,0,0,7.925,31
746,745,1,1,1,1,71,70
747,746,3,1,1,1,20.25,16
748,747,2,0,0,0,13,30
749,748,1,1,1,0,53.1,19
750,749,3,1,0,0,7.75,31
751,750,2,0,1,1,23,4
752,751,3,1,0,1,12.475,6
753,752,3,1,0,0,9.5,33
754,753,3,1,0,0,7.8958,23
755,754,2,0,1,2,65,48
756,755,2,1,1,1,14.5,0.67
757,756,3,1,0,0,7.7958,28
758,757,2,1,0,0,11.5,18
759,758,3,1,0,0,8.05,34
760,759,1,0,0,0,86.5,33
761,760,3,1,0,0,14.5,8.760985922429
762,761,3,1,0,0,7.125,41
763,762,3,1,0,0,7.2292,20
764,763,1,0,1,2,120,36
765,764,3,1,0,0,7.775,16
766,765,1,0,1,0,77.9583,51
767,766,1,1,0,0,39.6,272.765890045532
768,767,3,0,0,0,7.75,30.5
769,768,3,1,1,0,24.15,69.332570736631
770,769,3,1,0,0,8.3625,32
771,770,3,1,0,0,9.5,24
772,771,3,1,0,0,7.8542,48
773,772,2,0,0,0,10.5,57
774,773,3,1,0,0,7.225,23.7288443467011
775,774,2,0,1,3,23,54
776,775,3,1,0,0,7.75,18
777,776,3,1,0,0,7.75,40.6139446820651
778,777,3,0,0,0,12.475,5
779,778,3,1,0,0,7.7375,37.5630857601362
780,779,1,0,0,1,211.3375,43
781,780,3,0,0,0,7.2292,13
782,781,1,0,1,0,57,17
783,782,1,1,0,0,30,29
784,783,3,1,1,2,23.45,9.22571595813994
785,784,3,1,0,0,7.05,25
786,785,3,1,0,0,7.25,25
787,786,3,0,0,0,7.4958,18
788,787,3,1,4,1,29.125,8
789,788,3,1,1,2,20.575,1
790,789,1,1,0,0,79.2,46
791,790,3,1,0,0,7.75,36.8186420315934
792,791,2,1,0,0,26,16
793,792,3,0,8,2,69.55,10.8797361612308
794,793,1,1,0,0,30.6958,24.8327732943656
795,794,3,1,0,0,7.8958,25
796,795,2,1,0,0,13,39
797,796,1,0,0,0,25.9292,49
798,797,3,0,0,0,8.6833,31
799,798,3,1,0,0,7.2292,30
800,799,3,0,1,1,24.15,30
801,800,2,1,0,0,13,34
802,801,2,0,1,1,26.25,31
803,802,1,1,1,2,120,11
804,803,3,1,0,1,8.5167,0.42
805,804,3,1,0,0,6.975,27
806,805,3,1,0,0,7.775,31
807,806,1,1,0,0,0,39
808,807,3,0,0,0,7.775,18
809,808,2,1,0,0,13,39
810,809,1,0,1,0,53.1,33
811,810,3,1,0,0,7.8875,26
812,811,3,1,0,0,24.15,39
813,812,2,1,0,0,10.5,35
814,813,3,0,4,2,31.275,6
815,814,3,1,0,0,8.05,30.5
816,815,1,1,0,0,0,13.9563064521753
817,816,3,0,0,0,7.925,23
818,817,2,1,1,1,37.0042,31
819,818,3,1,0,0,6.45,43
820,819,3,1,3,2,27.9,10
821,820,1,0,1,1,93.5,52
822,821,3,1,0,0,8.6625,27
823,822,1,1,0,0,0,38
824,823,3,0,0,1,12.475,27
825,824,3,1,4,1,39.6875,2
826,825,3,1,0,0,6.95,30.1592750864707
827,826,3,1,0,0,56.4958,59.7886557843927
828,827,2,1,0,2,37.0042,1
829,828,3,1,0,0,7.75,65.6011727151346
830,829,1,0,0,0,80,62
831,830,3,0,1,0,14.4542,15
832,831,2,1,1,1,18.75,0.83
833,832,3,1,0,0,7.2292,24.0228377457219
834,833,3,1,0,0,7.8542,23
835,834,3,1,0,0,8.3,18
836,835,1,0,1,1,83.1583,39
837,836,3,1,0,0,8.6625,21
838,837,3,1,0,0,8.05,11.5772481299648
839,838,3,1,0,0,56.4958,32
840,839,1,1,0,0,29.7,45.4232520753324
841,840,3,1,0,0,7.925,20
842,841,2,1,0,0,10.5,16
843,842,1,0,0,0,31,30
844,843,3,1,0,0,6.4375,34.5
845,844,3,1,0,0,8.6625,17
846,845,3,1,0,0,7.55,42
847,846,3,1,8,2,69.55,6.09144287754602
848,847,3,1,0,0,7.8958,35
849,848,2,1,0,1,33,28
850,849,1,0,1,0,89.1042,87.7664565328868
851,850,3,1,4,2,31.275,4
852,851,3,1,0,0,7.775,74
853,852,3,0,1,1,15.2458,9
854,853,1,0,0,1,39.4,16
855,854,2,0,1,0,26,44
856,855,3,0,0,1,9.35,18
857,856,1,0,1,1,164.8667,45
858,857,1,1,0,0,26.55,51
859,858,3,0,0,3,19.2583,24
860,859,3,1,0,0,7.2292,40.3008077802545
861,860,3,1,2,0,14.1083,41
862,861,2,1,1,0,11.5,21
863,862,1,0,0,0,25.9292,48
864,863,3,0,8,2,69.55,5.39104382493585
865,864,2,1,0,0,13,24
866,865,2,0,0,0,13,42
867,866,2,0,1,0,13.8583,27
868,867,1,1,0,0,50.4958,31
869,868,3,1,0,0,9.5,80.118037398414
870,869,3,1,1,1,11.1333,4
871,870,3,1,0,0,7.8958,26
872,871,1,0,1,1,52.5542,47
873,872,1,1,0,0,5,33
874,873,3,1,0,0,9,47
875,874,2,0,1,0,24,28
876,875,3,0,0,0,7.225,15
877,876,3,1,0,0,9.8458,20
878,877,3,1,0,0,7.8958,19
879,878,3,1,0,0,7.8958,39.0625586164823
880,879,1,0,0,1,83.1583,56
881,880,2,0,0,1,26,25
882,881,3,1,0,0,7.8958,33
883,882,3,0,0,0,10.5167,22
884,883,2,1,0,0,10.5,28
885,884,3,1,0,0,7.05,25
886,885,3,0,0,5,29.125,39
887,886,2,1,0,0,13,27
888,887,1,0,0,0,30,19
889,888,3,0,1,2,23.45,17.8740033946396
890,889,1,1,0,0,30,26
891,890,3,1,0,0,7.75,32
892,0,3,1,0,0,7.8292,34.5
893,1,3,0,1,0,7,47
894,2,2,1,0,0,9.6875,62
895,3,3,1,0,0,8.6625,27
896,4,3,0,1,1,12.2875,22
897,5,3,1,0,0,9.225,14
898,6,3,0,0,0,7.6292,30
899,7,2,1,1,1,29,26
900,8,3,0,0,0,7.2292,18
901,9,3,1,2,0,24.15,21
902,10,3,1,0,0,7.8958,11.5104433449326
903,11,1,1,0,0,26,46
904,12,1,0,1,0,82.2667,23
905,13,2,1,1,0,26,63
906,14,1,0,1,0,61.175,47
907,15,2,0,1,0,27.7208,24
908,16,2,1,0,0,12.35,35
909,17,3,1,0,0,7.225,21
910,18,3,0,1,0,7.925,27
911,19,3,0,0,0,7.225,45
912,20,1,1,1,0,59.4,55
913,21,3,1,0,1,3.1708,9
914,22,1,0,0,0,31.6833,50.2921267493731
915,23,1,1,0,1,61.3792,21
916,24,1,0,1,3,262.375,48
917,25,3,1,1,0,14.5,50
918,26,1,0,0,1,61.9792,22
919,27,3,1,0,0,7.225,22.5
920,28,1,1,0,0,30.5,41
921,29,3,1,2,0,21.6792,15.0665149731888
922,30,2,1,1,0,26,50
923,31,2,1,2,0,31.5,24
924,32,3,0,1,2,20.575,33
925,33,3,0,1,2,23.45,4.39685012224745
926,34,1,1,1,0,57.75,30
927,35,3,1,0,0,7.2292,18.5
928,36,3,0,0,0,8.05,64.0005154112554
929,37,3,0,0,0,8.6625,21
930,38,3,1,0,0,9.5,25
931,39,3,1,0,0,56.4958,40.3025838112952
932,40,3,1,0,1,13.4167,39
933,41,1,1,0,0,26.55,41.5010970810306
934,42,3,1,0,0,7.85,41
935,43,2,0,0,0,13,30
936,44,1,0,1,0,52.5542,45
937,45,3,1,0,0,7.925,25
938,46,1,1,0,0,29.7,45
939,47,3,1,0,0,7.75,28.661519509826
940,48,1,0,0,0,76.2917,60
941,49,3,0,0,2,15.9,36
942,50,1,1,1,0,60,24
943,51,2,1,0,0,15.0333,27
944,52,2,0,2,1,23,20
945,53,1,0,3,2,263,28
946,54,2,1,0,0,15.5792,31.8382557406949
947,55,3,1,4,1,29.125,10
948,56,3,1,0,0,7.8958,35
949,57,3,1,0,0,7.65,25
950,58,3,1,1,0,16.1,34.4424491053513
951,59,1,0,0,0,262.375,36
952,60,3,1,0,0,7.8958,17
953,61,2,1,0,0,13.5,32
954,62,3,1,0,0,7.75,18
955,63,3,0,0,0,7.725,22
956,64,1,1,2,2,262.375,13
957,65,2,0,0,0,21,65.2237726728337
958,66,3,0,0,0,7.8792,18
959,67,1,1,0,0,42.4,47
960,68,1,1,0,0,28.5375,31
961,69,1,0,1,4,263,60
962,70,3,0,0,0,7.75,24
963,71,3,1,0,0,7.8958,21
964,72,3,0,0,0,7.925,29
965,73,1,1,0,0,27.7208,28.5
966,74,1,0,0,0,211.5,35
967,75,1,1,0,0,211.5,32.5
968,76,3,1,0,0,8.05,12.4790188315939
969,77,1,0,2,0,25.7,55
970,78,2,1,0,0,13,30
971,79,3,0,0,0,7.75,24
972,80,3,1,1,1,15.2458,6
973,81,1,1,1,0,221.7792,67
974,82,1,1,0,0,26,49
975,83,3,1,0,0,7.8958,25.1298169409241
976,84,2,1,0,0,10.7083,28.8461067922519
977,85,3,1,1,0,14.4542,100.21905747133
978,86,3,0,0,0,7.8792,27
979,87,3,0,0,0,8.05,18
980,88,3,0,0,0,7.75,59.7721432974124
981,89,2,1,1,1,23,2
982,90,3,0,1,0,13.9,22
983,91,3,1,0,0,7.775,6.96337590069921
984,92,1,0,1,2,52,27
985,93,3,1,0,0,8.05,16.98930330775
986,94,1,1,0,0,26,25
987,95,3,1,0,0,7.7958,25
988,96,1,0,1,0,78.85,76
989,97,3,1,0,0,7.925,29
990,98,3,0,0,0,7.8542,20
991,99,3,1,0,0,8.05,33
992,100,1,0,1,0,55.4417,43
993,101,2,1,1,0,26,27
994,102,3,1,0,0,7.75,37.9635186064592
995,103,3,1,0,0,7.775,26
996,104,3,0,1,1,8.5167,16
997,105,3,1,0,0,22.525,28
998,106,3,1,0,0,7.8208,21
999,107,3,1,0,0,7.75,23.6620793149919
1000,108,3,1,0,0,8.7125,20.7884531596627
1001,109,2,1,0,0,13,18.5
1002,110,2,1,0,0,15.0458,41
1003,111,3,0,0,0,7.7792,26.3219855807973
1004,112,1,0,0,0,31.6792,36
1005,113,3,0,0,0,7.2833,18.5
1006,114,1,0,1,0,221.7792,63
1007,115,3,1,1,0,14.4542,18
1008,116,3,1,0,0,6.4375,26.7989431097679
1009,117,3,0,1,1,16.7,1
1010,118,1,1,0,0,75.2417,36
1011,119,2,0,1,0,26,29
1012,120,2,0,0,0,15.75,12
1013,121,3,1,1,0,7.75,26.2255869484954
1014,122,1,0,1,0,57.75,35
1015,123,3,1,0,0,7.25,28
1016,124,3,1,0,0,7.75,16.6515863726739
1017,125,3,0,0,1,16.1,17
1018,126,3,1,0,0,7.7958,22
1019,127,3,0,2,0,23.25,5.25304822680891
1020,128,2,1,0,0,13,42
1021,129,3,1,0,0,8.05,24
1022,130,3,1,0,0,8.05,32
1023,131,1,1,0,0,28.5,53
1024,132,3,0,0,4,25.4667,11.7798379486242
1025,133,3,1,1,0,6.4375,19.3085457306991
1026,134,3,1,0,0,7.8958,43
1027,135,3,1,0,0,7.8542,24
1028,136,3,1,0,0,7.225,26.5
1029,137,2,1,0,0,13,26
1030,138,3,0,0,0,8.05,23
1031,139,3,1,1,6,46.9,40
1032,140,3,0,5,2,46.9,10
1033,141,1,0,0,0,151.55,33
1034,142,1,1,1,3,262.375,61
1035,143,2,1,0,0,26,28
1036,144,1,1,0,0,26.55,42
1037,145,3,1,3,0,18,31
1038,146,1,1,0,0,51.8625,73.7775786523446
1039,147,3,1,0,0,8.05,22
1040,148,1,1,0,0,26.55,29.416851652538
1041,149,2,1,1,1,26,30
1042,150,1,0,0,1,83.1583,23
1043,151,3,1,0,0,7.8958,21.83541317085
1044,152,3,1,0,0,10.9202425374007,60.5
1045,153,3,0,0,2,12.1833,36
1046,154,3,1,4,2,31.3875,13
1047,155,3,1,0,0,7.55,24
1048,156,1,0,0,0,221.7792,29
1049,157,3,0,0,0,7.8542,23
1050,158,1,1,0,0,26.55,42
1051,159,3,0,0,2,13.775,26
1052,160,3,0,0,0,7.7333,20.6531275343159
1053,161,3,1,1,1,15.2458,7
1054,162,2,0,0,0,13.5,26
1055,163,3,1,0,0,7,13.3292229653925
1056,164,2,1,0,0,13,41
1057,165,3,0,1,1,22.025,26
1058,166,1,1,0,0,50.4958,48
1059,167,3,1,2,2,34.375,18
1060,168,1,0,0,0,27.7208,26.7231735894046
1061,169,3,0,0,0,8.9625,22
1062,170,3,1,0,0,7.55,29.852289672032
1063,171,3,1,0,0,7.225,27
1064,172,3,1,1,0,13.9,23
1065,173,3,1,0,0,7.2292,18.6848033132505
1066,174,3,1,1,5,31.3875,40
1067,175,2,0,0,2,39,15
1068,176,2,0,0,0,36.75,20
1069,177,1,1,1,0,55.4417,54
1070,178,2,0,0,3,39,36
1071,179,1,0,0,2,83.1583,64
1072,180,2,1,0,0,13,30
1073,181,1,1,1,1,83.1583,37
1074,182,1,0,1,0,53.1,18
1075,183,3,1,0,0,7.75,14.8548483219438
1076,184,1,0,1,1,247.5208,27
1077,185,2,1,0,0,16,40
1078,186,2,0,0,1,21,21
1079,187,3,1,2,0,8.05,17
1080,188,3,0,8,2,69.55,6.85408756239753
1081,189,2,1,0,0,13,40
1082,190,2,1,1,0,26,34
1083,191,1,1,0,0,26,217.291623199679
1084,192,3,1,1,1,14.5,11.5
1085,193,2,1,0,0,12.35,61
1086,194,2,1,0,2,32.5,8
1087,195,3,1,0,0,7.8542,33
1088,196,1,1,0,2,134.5,6
1089,197,3,0,0,0,7.775,18
1090,198,2,1,0,0,10.5,23
1091,199,3,0,0,0,8.1125,19.2047589973384
1092,200,3,0,0,0,15.5,21.3188107992576
1093,201,3,1,0,2,14.4,0.33
1094,202,1,1,1,0,227.525,47
1095,203,2,0,1,1,26,8
1096,204,2,1,0,0,10.5,25
1097,205,1,1,0,0,25.7417,43.2068298594723
1098,206,3,0,0,0,7.75,35
1099,207,2,1,0,0,10.5,24
1100,208,1,0,0,0,27.7208,33
1101,209,3,1,0,0,7.8958,25
1102,210,3,1,0,0,22.525,32
1103,211,3,1,0,0,7.05,17.5823452441414
1104,212,2,1,0,0,73.5,17
1105,213,2,0,1,0,26,60
1106,214,3,0,4,2,7.775,38
1107,215,1,1,0,0,42.5,42
1108,216,3,0,0,0,7.8792,44.9784971161316
1109,217,1,1,1,1,164.8667,57
1110,218,1,0,1,1,211.5,50
1111,219,3,1,0,0,8.05,21.0011302930857
1112,220,2,0,1,0,13.8583,30
1113,221,3,1,0,0,8.05,21
1114,222,2,0,0,0,10.5,22
1115,223,3,1,0,0,7.7958,21
1116,224,1,0,0,0,27.4458,53
1117,225,3,0,0,2,15.2458,9.114321886368
1118,226,3,1,0,0,7.7958,23
1119,227,3,0,0,0,7.75,10.3271465382013
1120,228,3,1,0,0,15.1,40.5
1121,229,2,1,0,0,13,36
1122,230,2,1,0,0,65,14
1123,231,1,0,0,0,26.55,21
1124,232,3,1,1,0,6.4958,21
1125,233,3,1,0,0,7.8792,53.6585576471285
1126,234,1,1,1,0,71.2833,39
1127,235,3,1,0,0,7.8542,20
1128,236,1,1,1,0,75.25,64
1129,237,3,1,0,0,7.225,20
1130,238,2,0,1,1,13,18
1131,239,1,0,1,0,106.425,48
1132,240,1,0,0,0,27.7208,55
1133,241,2,0,0,2,30,45
1134,242,1,1,1,1,134.5,45
1135,243,3,1,0,0,7.8875,57.063908977551
1136,244,3,1,1,2,23.45,7.19341268503133
1137,245,1,1,1,0,51.8625,41
1138,246,2,0,0,0,21,22
1139,247,2,1,1,1,32.5,42
1140,248,2,0,1,0,26,29
1141,249,3,0,1,0,14.4542,45.7411215485351
1142,250,2,0,1,2,27.75,0.92
1143,251,3,1,0,0,7.925,20
1144,252,1,1,1,0,136.7792,27
1145,253,3,1,0,0,9.325,24
1146,254,3,1,0,0,9.5,32.5
1147,255,3,1,0,0,7.55,21.2185094731012
1148,256,3,1,0,0,7.75,18.2442862723735
1149,257,3,1,0,0,8.05,28
1150,258,2,0,0,0,13,19
1151,259,3,1,0,0,7.775,21
1152,260,3,1,1,0,17.4,36.5
1153,261,3,1,0,0,7.8542,21
1154,262,2,0,0,2,23,29
1155,263,3,0,1,1,12.1833,1
1156,264,2,1,0,0,12.7375,30
1157,265,3,1,0,0,7.8958,12.7412806811967
1158,266,1,1,0,0,0,20.1282110798698
1159,267,3,1,0,0,7.55,14.5006639903026
1160,268,3,0,0,0,8.05,6.85315099194185
1161,269,3,1,0,0,8.6625,17
1162,270,1,1,0,0,75.2417,46
1163,271,3,1,0,0,7.75,14.9175901059979
1164,272,1,0,1,0,136.7792,26
1165,273,3,0,1,0,15.5,41.6776362519397
1166,274,3,1,0,0,7.225,8.28136764117902
1167,275,2,0,1,0,26,20
1168,276,2,1,0,0,10.5,28
1169,277,2,1,1,0,26,40
1170,278,2,1,1,0,21,30
1171,279,2,1,0,0,10.5,22
1172,280,3,0,0,0,8.6625,23
1173,281,3,1,1,1,13.775,0.75
1174,282,3,0,0,0,7.75,21.4879585616856
1175,283,3,0,1,1,15.2458,9
1176,284,3,0,1,1,20.2125,2
1177,285,3,1,0,0,7.25,36
1178,286,3,1,0,0,7.25,54.4180926473634
1179,287,1,1,1,0,82.2667,24
1180,288,3,1,0,0,7.2292,15.1590461986265
1181,289,3,1,0,0,8.05,27.5674553210218
1182,290,1,1,0,0,39.6,52.6337350064223
1183,291,3,0,0,0,6.95,30
1184,292,3,1,0,0,7.2292,12.7389822046505
1185,293,1,1,1,1,81.8583,53
1186,294,3,1,0,0,9.5,36
1187,295,3,1,0,0,7.8958,26
1188,296,2,0,1,2,41.5792,1
1189,297,3,1,2,0,21.6792,50.9962198996231
1190,298,1,1,0,0,45.5,30
1191,299,3,1,0,0,7.8542,29
1192,300,3,1,0,0,7.775,32
1193,301,2,1,0,0,15.0458,20.071518261984
1194,302,2,1,0,1,21,43
1195,303,3,1,0,0,8.6625,24
1196,304,3,0,0,0,7.75,31.9532797220172
1197,305,1,0,1,1,26.55,64
1198,306,1,1,1,2,151.55,30
1199,307,3,1,0,1,9.35,0.83
1200,308,1,1,1,1,93.5,55
1201,309,3,0,1,0,14.1083,45
1202,310,3,1,0,0,8.6625,18
1203,311,3,1,0,0,7.225,22
1204,312,3,1,0,0,7.575,17.201211063105
1205,313,3,0,0,0,7.75,37
1206,314,1,0,0,0,135.6333,55
1207,315,3,0,0,0,7.7333,17
1208,316,1,1,1,0,146.5208,57
1209,317,2,1,0,0,10.5,19
1210,318,3,1,0,0,7.8542,27
1211,319,2,1,2,0,31.5,22
1212,320,3,1,0,0,7.775,26
1213,321,3,1,0,0,7.2292,25
1214,322,2,1,0,0,13,26
1215,323,1,1,0,0,26.55,33
1216,324,1,0,0,0,211.3375,39
1217,325,3,1,0,0,7.05,23
1218,326,2,0,2,1,39,12
1219,327,1,1,0,0,79.2,46
1220,328,2,1,1,0,26,29
1221,329,2,1,0,0,13,21
1222,330,2,0,0,2,36.75,48
1223,331,1,1,0,0,29.7,39
1224,332,3,1,0,0,7.225,21.69480048706
1225,333,3,0,1,1,15.7417,19
1226,334,3,1,0,0,7.8958,27
1227,335,1,1,0,0,26,30
1228,336,2,1,0,0,13,32
1229,337,3,1,0,2,7.2292,39
1230,338,2,1,0,0,31.5,25
1231,339,3,1,0,0,7.2292,26.3175723422887
1232,340,2,1,0,0,10.5,18
1233,341,3,1,0,0,7.5792,32
1234,342,3,1,1,9,69.55,11.1034208662931
1235,343,1,0,0,1,512.3292,58
1236,344,3,1,1,1,14.5,20.5381351997663
1237,345,3,0,0,0,7.65,16
1238,346,2,1,0,0,13,26
1239,347,3,0,0,0,7.2292,38
1240,348,2,1,0,0,13.5,24
1241,349,2,0,0,0,21,31
1242,350,1,0,0,1,63.3583,45
1243,351,2,1,0,0,10.5,25
1244,352,2,1,0,0,73.5,18
1245,353,2,1,1,2,65,49
1246,354,3,0,1,2,20.575,0.17
1247,355,1,1,0,0,26,50
1248,356,1,0,2,0,51.4792,59
1249,357,3,1,0,0,7.8792,16.027554000332
1250,358,3,1,0,0,7.75,37.6841112572627
1251,359,3,0,1,0,15.55,30
1252,360,3,1,8,2,69.55,14.5
1253,361,2,0,1,1,37.0042,24
1254,362,2,0,0,0,21,31
1255,363,3,1,0,0,8.6625,27
1256,364,1,0,1,0,55.4417,25
1257,365,3,0,1,9,69.55,8.54698888987579
1258,366,3,1,1,0,14.4583,22.7299041404199
1259,367,3,0,0,0,39.6875,22
1260,368,1,0,0,1,59.4,45
1261,369,2,1,0,0,13.8583,29
1262,370,2,1,1,0,11.5,21
1263,371,1,0,0,0,134.5,31
1264,372,1,1,0,0,0,49
1265,373,2,1,0,0,13,44
1266,374,1,0,1,1,81.8583,54
1267,375,1,0,0,0,262.375,45
1268,376,3,0,2,0,8.6625,22
1269,377,2,1,0,0,11.5,21
1270,378,1,1,0,0,50,55
1271,379,3,1,4,2,31.3875,5
1272,380,3,1,0,0,7.75,36.5756133916278
1273,381,3,1,0,0,7.8792,26
1274,382,3,0,0,0,14.5,19.8294859219515
1275,383,3,0,1,0,16.1,19
1276,384,2,1,0,0,12.875,73.0029942791751
1277,385,2,0,1,2,65,24
1278,386,3,1,0,0,7.775,24
1279,387,2,1,0,0,13,57
1280,388,3,1,0,0,7.75,21
1281,389,3,1,3,1,21.075,6
1282,390,1,1,0,0,93.5,23
1283,391,1,0,0,1,39.4,51
1284,392,3,1,0,2,20.25,13
1285,393,2,1,0,0,10.5,47
1286,394,3,1,3,1,22.025,29
1287,395,1,0,1,0,60,18
1288,396,3,1,0,0,7.25,24
1289,397,1,0,1,1,79.2,48
1290,398,3,1,0,0,7.775,22
1291,399,3,1,0,0,7.7333,31
1292,400,1,0,0,0,164.8667,30
1293,401,2,1,1,0,21,38
1294,402,1,0,0,1,59.4,22
1295,403,1,1,0,0,47.1,17
1296,404,1,1,1,0,27.7208,43
1297,405,2,1,0,0,13.8625,20
1298,406,2,1,1,0,10.5,23
1299,407,1,1,1,1,211.5,50
1300,408,3,0,0,0,7.7208,22.6854437977865
1301,409,3,0,1,1,13.775,3
1302,410,3,0,0,0,7.75,17.5892039688149
1303,411,1,0,1,0,90,37
1304,412,3,0,0,0,7.775,28
1305,413,3,1,0,0,8.05,52.0259507363809
1306,414,1,0,0,0,108.9,39
1307,415,3,1,0,0,7.25,38.5
1308,416,3,1,0,0,8.05,75.74231530394
1309,417,3,1,1,1,22.3583,5.66387586438032
